compositeID,commit_before,commit_after,element,smellTypes,project
effect-249,f0d0eab1bf5084ff90024cccb82cf6e82f58d68a,e0f50d567ed08680a206cfc589c7d453e28ee215,com.chrisnewland.jitwatch.ui.TimeLineStage.redraw,"['LongMethod', 'DispersedCoupling', 'BrainMethod']",jitwatch
effect-11,fd4d15b4e70ef9223292540e2b9b21bc3df181f4,33bf2717c261fe61ee3075a92f553900228b3382,"com.afollestad.materialdialogs.MaterialDialog.onItemClick([AdapterView<?>, View, int, long])","['LongMethod', 'LongParameterList']",material-dialogs
effect-11,2e859fda38e9c09c8f2103264266500b0c485a95,3313ee59952e1b80f27ed4b4a1c294f72c47f65a,com.afollestad.materialdialogs.MaterialDialog.invalidateList,['LongMethod'],material-dialogs
effect-11,e4429988e781139b8667cb1226ce2af8a72701a3,6f07602e2602ddd1f2408489109cbf29018ad6fc,com.afollestad.materialdialogs.MaterialDialog.onClick([View]),['LongMethod'],material-dialogs
effect-11,b8b97b14938faa5a7f86cda18948ad3f72e5a7ec,7925d2baab06742e5804544acccd2f446dcf3e18,com.afollestad.materialdialogs.MaterialDialog.invalidateList,['LongMethod'],material-dialogs
effect-11,e4429988e781139b8667cb1226ce2af8a72701a3,6f07602e2602ddd1f2408489109cbf29018ad6fc,com.afollestad.materialdialogs.MaterialDialog.invalidateList,['LongMethod'],material-dialogs
effect-11,9fb7c15d918d2ab9603d45628b23a42ba8c6d7d1,4e65d7e208eb1158316a2fa66e137b7eb5364ef3,com.afollestad.materialdialogs.MaterialDialog.invalidateActions,['LongMethod'],material-dialogs
effect-11,b27b2168af1f7ca5a3bcad3dbf96d6db18d1d71a,3755727365d063c2aba0888f1aaa9ed2ccd20842,com.afollestad.materialdialogs.MaterialDialog.MaterialDialog([Builder]),"['FeatureEnvy', 'LongMethod', 'MessageChain']",material-dialogs
effect-11,12fc7b02140d9b054fa9e2bc2172dc35290bbee0,90108f5ea6ea506ddc5d9235e5bfb535f4689d8c,com.afollestad.materialdialogs.MaterialDialog.invalidateList,['LongMethod'],material-dialogs
effect-11,2ff3f40da9c6d21fd37ced0c3b0a0337b1efa5f8,129b1e2fa3d9b21007fb1ae994de2a0cf1d1504b,com.afollestad.materialdialogs.MaterialDialog.checkIfListInitScroll,['LongMethod'],material-dialogs
effect-11,10a0e7796e8a32d9d432c2fb13491452b650f824,9720264ee2ffef883b0a5da01c90b0bdf6746eb1,com.afollestad.materialdialogs.MaterialDialog.MaterialDialog([Builder]),"['FeatureEnvy', 'LongMethod', 'IntensiveCoupling']",material-dialogs
effect-11,f24a0a3f82d2167a269e35ba7cafb0d8d75aba4d,e37a7e348d08f9e0b6ab8beddd7cc8fd76e0a631,com.afollestad.materialdialogs.MaterialDialog.MaterialDialog([Builder]),"['LongMethod', 'IntensiveCoupling']",material-dialogs
effect-11,0a9feb19b690569f7118cd81acbc36ac3a95e5b8,1ecc6e7635ba39c18f8433457ff2974f6b695b61,"com.afollestad.materialdialogs.MaterialDialog.onItemClick([AdapterView<?>, View, int, long])","['LongMethod', 'LongParameterList']",material-dialogs
effect-11,71a115953a39c32b2ab6dd541f8d46385042aee5,d56484d01a237b2005d6820014de6590702762cf,com.afollestad.materialdialogs.MaterialDialog.invalidateList,['LongMethod'],material-dialogs
effect-11,2e859fda38e9c09c8f2103264266500b0c485a95,3313ee59952e1b80f27ed4b4a1c294f72c47f65a,com.afollestad.materialdialogs.MaterialDialog.invalidateCustomViewAssociations,"['FeatureEnvy', 'LongMethod']",material-dialogs
effect-56,d73bd7da11f1f0da52716ba871f0ad4c86833ccc,bc4b4920f9a4b468537a28ad9a4989d19eac9e4e,com.afollestad.materialdialogs.MaterialDialog.MaterialDialog([Builder]),"['LongMethod', 'IntensiveCoupling']",material-dialogs
effect-90,e2fddb8a85c28238ca65a0bc89c25bba700bedb3,171c2fe85108af0fd977eb4917392c1971139f50,com.mikepenz.materialdrawer.accountswitcher.AccountHeaderDrawer.build,"['FeatureEnvy', 'LongMethod', 'MessageChain']",materialdrawer
effect-2062,3f8a830963eb9676b91c2a24c17ad4f8331069d1,b7797917ab63aa3983e30d01b28752f92a3198d3,io.netty.example.http.upload.HttpUploadClient.run,"['FeatureEnvy', 'LongMethod']",netty
effect-2066,3f8a830963eb9676b91c2a24c17ad4f8331069d1,b7797917ab63aa3983e30d01b28752f92a3198d3,io.netty.example.localecho.LocalEcho.run,"['FeatureEnvy', 'LongMethod', 'MessageChain', 'IntensiveCoupling']",netty
effect-1208,7b121c26aee2f53ad7e03bcc492b40545825aff4,5b48fc284ebe85ca4974985e3be005d37626e980,io.netty.channel.oio.AbstractOioByteChannel.doRead,"['FeatureEnvy', 'LongMethod', 'IntensiveCoupling']",netty
effect-161,981f83112086cc05ce499c62aa91cf4e766b440f,aece42c9cd514dfa1e11cf96384bdabc7c5c1258,"co.paralleluniverse.fibers.instrument.QuasarURLClassLoaderHelper.instrument([String, Resource])",['LongMethod'],quasar
effect-442,e0c330b1c0cdc5393db34e26d68da0c7ea651ce2,15f58aa7f26402b8e91b088b33b40583fe219f31,co.paralleluniverse.galaxy.example.PeerTKB.run,"['FeatureEnvy', 'LongMethod', 'DispersedCoupling']",quasar
effect-28,895021a60f8ba8bcf243e38de18dde08e2d112a0,4874789cc0a70172d285cc9a254fa4a390d87dd1,co.paralleluniverse.fibers.instrument.VerificationTest.testVerification,"['FeatureEnvy', 'LongMethod']",quasar
effect-28,6d1244c066cf58488691b967b7ec3746b1b44e9e,5cfbadb3e448bf6ff3d4ae450334479558b6e00b,co.paralleluniverse.fibers.instrument.VerificationTest.testVerification,"['FeatureEnvy', 'LongMethod']",quasar
effect-17,3330b956b58a074ed133d8414023fb4149b99a76,e366df5246f333963e43d5690555311a21ce8989,co.paralleluniverse.fibers.instrument.VerificationTest.testVerification,"['FeatureEnvy', 'LongMethod']",quasar
effect-414,3ea865f91c1a7c4708fc9b7fd083de7f85b9d702,6701662df55dd94b0825599bf0200879c5d4437b,co.paralleluniverse.actors.RingBenchmark.run,['LongMethod'],quasar
effect-379,fe823675740eb3e2a7a956281bd5d83c9ac9e838,38d1882f2e6017c2839ddb20f0f5631e96369daf,co.paralleluniverse.strands.channels.TickerChannelTest.testMultipleConsumersAlwaysAscending,"['FeatureEnvy', 'LongMethod']",quasar
effect-143,0f0d285040d222aa73b8af4bb8d8a658988eac64,94014cd237478de50e93d5ead1130c5d443b1742,co.paralleluniverse.galaxy.example.migration.Main.main([String[]]),['LongMethod'],quasar
effect-143,5912e36cac675e5904d6dfdfb722a1a94b28e52c,be317c992a3c364c5e62d28432fe5d149962beb3,co.paralleluniverse.galaxy.example.migration.Main.main([String[]]),['LongMethod'],quasar
effect-143,d236d081c41e1be35fef158b84c369a2869de450,3e5cdea525884fc6f1d0895dac881cc999c243e5,co.paralleluniverse.galaxy.example.migration.Main.main([String[]]),['LongMethod'],quasar
